text,font_size,font_name,is_bold,is_italic,x0,y0,x1,y1,page,label
how the ODL will operate and be managed following the implementation,11.039999961853027,ArialMT,0,0,132.04200744628906,377.86273193359375,468.6138305664063,393.0317077636719,2,Body
"who will be involved, and what their role/responsibility will be, for both the",11.039999961853027,ArialMT,0,0,132.04200744628906,390.4593811035156,525.1600341796875,405.62835693359375,2,Body
implementation and operational stages,11.039999961853027,ArialMT,0,0,132.63816833496094,403.1774597167969,315.5666198730469,418.346435546875,2,Body
the marketing and communications plan for the ODL,11.039999961853027,ArialMT,0,0,132.04200744628906,415.7741088867188,377.3706970214844,430.9430847167969,2,Body
This business plan must be completed and approved by the ODL Steering Committee no,11.039999961853027,ArialMT,0,0,96.0405731201172,441.0998229980469,525.2114868164062,456.2688293457031,2,Body
"later than September 30, 2003",11.039999961853027,ArialMT,0,0,96.04061126708984,453.6964721679688,240.4492950439453,468.8654479980469,2,Body
Timeline:,11.039999961853027,Arial-ItalicMT,0,1,96.04061126708984,478.4702453613281,141.51548767089844,493.41839599609375,2,Body
Those firms/consultants intended to submit a proposal to this RFP must indicate their,11.039999961853027,ArialMT,0,0,96.04061126708984,503.0121154785156,525.232421875,518.1810913085938,2,Body
intention to do so in an e-mail to Michael Ridley ( mridley@uoguelph.ca ) by  April 11 th .,11.039999961853027,ArialMT,0,0,96.04061126708984,515.7302856445312,320.7654113769531,530.8992309570312,2,Body
"Proposals may be e-mailed, mailed, couriered or faxed to: Larry Moore",11.039999961853027,ArialMT,0,0,96.04110717773438,540.369140625,426.18060302734375,555.5380859375,2,Body
"( lmoore@accessola.com ), Executive Director, The Ontario Library Association,  100 Lombard",11.039999961853027,ArialMT,0,0,96.04110717773438,552.9657592773438,99.7174301147461,568.1347045898438,2,Body
"St., Suite 303, Toronto, ON  M5C 1M3.  Proposals must be received by  Noon on Monday,",9.960000038146973,ArialMT,0,0,96.04574584960938,566.8519287109375,266.8727111816406,580.5369262695312,2,Body
"April 21, 2003.",11.039999961853027,Arial-BoldItalicMT,1,1,96.03964233398438,578.3106689453125,169.33645629882812,593.5679931640625,2,H3
Those proposals that are short-listed will be invited to discuss their proposal during the week,11.039999961853027,ArialMT,0,0,96.03964233398438,603.0072021484375,524.9611206054688,618.1761474609375,2,Body
"of  April 28, 2003 . No presentation will be expected. Firms or consultants invited to an",11.039999961853027,ArialMT,0,0,96.03964233398438,615.6038208007812,107.55657958984376,630.7727661132812,2,Body
interview will be expected to discuss the project and their approach with the selection,11.039999961853027,ArialMT,0,0,96.0396499633789,628.3219604492188,525.25830078125,643.4909057617188,2,Body
committee .,11.039999961853027,ArialMT,0,0,96.0396499633789,640.9185791015625,144.86074829101562,656.0875244140625,2,Body
"Contracts with the firm/consultant will be signed the week of  May 5, 2003  with the work to",11.039999961853027,ArialMT,0,0,96.03965759277344,665.5156860351562,382.7052917480469,680.6846313476562,2,Body
commence as soon as possible thereafter.,11.039999961853027,ArialMT,0,0,96.05068969726562,678.2337646484375,295.826171875,693.4027099609375,2,Body
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,Arial-BoldItalicMT,1,1,90.04060363769531,732.7681274414062,284.27362060546875,743.216064453125,2,Body
March 2003,7.559999942779541,Arial-BoldItalicMT,1,1,296.70526123046875,732.7681274414062,340.93426513671875,743.216064453125,2,Body
2222,9.0,Arial-BlackItalic,0,1,516.3976440429688,731.2498779296875,522.6436157226562,743.678955078125,2,Body
Please note that we reserve the right not to select any of the submitted proposals and may,11.039999961853027,ArialMT,0,0,96.04060363769533,70.33201599121094,525.3009033203125,85.50096893310547,3,Body
seek further response to these Terms of Reference.,11.039999961853027,ArialMT,0,0,96.04060363769533,82.92863464355469,338.430419921875,98.09758758544922,3,Body
"If you require further information or have any questions, please contact Michael Ridley by e-",11.039999961853027,ArialMT,0,0,96.04060363769533,107.64720153808594,522.0972290039062,122.81615447998048,3,Body
mail ( mridley@uoguelph.ca )  only  by  3:00 p.m. on Friday April 18th . All questions and,11.039999961853027,ArialMT,0,0,96.04060363769533,120.24382019042967,123.59423065185548,135.41278076171875,3,Body
responses will be shared with those who have indicated that they will be submitting a,11.039999961853027,ArialMT,0,0,96.01852416992188,132.96189880371094,525.1431884765625,148.130859375,3,Body
"proposal. Please note, that firms/consultants who have not indicated in an e-mail to Michael",11.039999961853027,ArialMT,0,0,96.01852416992188,145.5585174560547,525.0072021484375,160.72747802734375,3,Body
Ridley by April 11 th  that they will be submitting a proposal will not receive any further,11.039999961853027,ArialMT,0,0,96.01852416992188,158.15513610839844,185.20957946777344,173.3240966796875,3,Body
information or question responses.,11.039999961853027,ArialMT,0,0,96.0362777709961,170.8900604248047,259.26715087890625,186.05902099609372,3,Body
Background,12.0,Arial-Black,0,0,96.04060363769533,206.45999145507807,174.08502197265625,222.94798278808597,3,Body
"First, some background on the ODL. For the last two years the Ontario Library Association",11.039999961853027,ArialMT,0,0,90.04060363769531,237.2519989013672,525.2298583984375,252.42095947265625,3,Body
"has acted as a catalyst, bringing together the stakeholders needed to create the Ontario",11.039999961853027,ArialMT,0,0,90.04060363769531,249.8486175537109,525.1958618164062,265.017578125,3,Body
"Digital Library (ODL). These stakeholders include Ontario’s 5000+ public libraries, university,",11.039999961853027,ArialMT,0,0,90.04060363769531,262.4452209472656,525.1642456054688,277.6141967773437,3,Body
"college, and school libraries, as well as Ontario government ministries.",11.039999961853027,ArialMT,0,0,90.04060363769531,275.1632995605469,418.0315551757813,290.332275390625,3,Body
Libraries that serve very different clientele recognize that by working together they can create,11.039999961853027,ArialMT,0,0,90.04060363769531,299.7604064941406,525.2265625,314.92938232421875,3,Body
"seamless access to quality electronic library services. Through the ODL, students will be",11.039999961853027,ArialMT,0,0,90.04060363769531,312.4784851074219,525.020751953125,327.6474609375,3,Body
"able to explore a topic at school, use the same child-safe resources after school (either at",11.039999961853027,ArialMT,0,0,90.04060363769531,325.0751342773437,525.2889404296875,340.2441101074219,3,Body
"home or at a public library), enter college or university with a knowledge of how to use",11.039999961853027,ArialMT,0,0,90.04060363769531,337.6717834472656,525.1114501953125,352.8407592773437,3,Body
"electronic resources that are still available and then, after graduation, continue to use these",11.039999961853027,ArialMT,0,0,90.04060363769531,350.3898620605469,525.0947265625,365.558837890625,3,Body
skills and resources at work or at home.,11.039999961853027,ArialMT,0,0,90.04060363769531,362.9865112304688,276.8925170898437,378.1554870605469,3,Body
We are moving into a period of convergence. With convergence we no longer have to license,11.039999961853027,ArialMT,0,0,90.04060363769531,387.705078125,525.080322265625,402.8740539550781,3,Body
commercial products as individual libraries or institutions. We can work together to spend our,11.039999961853027,ArialMT,0,0,90.04060363769531,400.3017272949219,525.2718505859375,415.470703125,3,Body
money wisely. The provincial government has made this possible by working hard to provide,11.039999961853027,ArialMT,0,0,90.04060363769531,412.89837646484375,524.941650390625,428.0673522949219,3,Body
"all Ontarians with a stable, high-speed communications infrastructure. While there is still a",11.039999961853027,ArialMT,0,0,90.04060363769531,425.616455078125,525.2947998046875,440.7854309082031,3,Body
"great deal of work needed to improve this infrastructure, libraries are beginning to plan how",11.039999961853027,ArialMT,0,0,90.04060363769531,438.2131042480469,525.3268432617188,453.382080078125,3,Body
best to exploit communications technology. We can reduce barriers to access and create the,11.039999961853027,ArialMT,0,0,90.04060363769531,450.9311828613281,525.2803955078125,466.1001586914063,3,Body
content infrastructure needed to support a knowledge society.,11.039999961853027,ArialMT,0,0,90.04060363769531,463.52783203125,377.9284973144531,478.6968078613281,3,Body
"The concept of an ODL is a key element in  The Roadmap to Prosperity , a strategic plan to",11.039999961853027,ArialMT,0,0,90.04060363769531,488.12493896484375,290.7567443847656,503.2939147949219,3,Body
envision and attain Ontario’s economic goal prepared by the Ontario Jobs and Investment,11.039999961853027,ArialMT,0,0,90.04061889648438,500.8430480957031,507.8970947265625,516.0120239257812,3,Body
Board. The OJIB strategic plan recommends an electronic library to “connect students to new,11.039999961853027,ArialMT,0,0,90.04061889648438,513.439697265625,523.6620483398438,528.608642578125,3,Body
"workplaces, new sources of information and applied learning opportunities”. The ODL will do",11.039999961853027,ArialMT,0,0,90.04061889648438,526.1577758789062,519.17431640625,541.3267211914062,3,Body
"that and much more. The ODL will connect students to electronic information, and will also",11.039999961853027,ArialMT,0,0,90.04061889648438,538.75439453125,512.2785034179688,553.92333984375,3,Body
leverage this investment to help connect all citizens to the electronic information they need as,11.039999961853027,ArialMT,0,0,90.04061889648438,551.3510131835938,523.3850708007812,566.5199584960938,3,Body
"they make decisions, solve problems and enhance their quality of life.",11.039999961853027,ArialMT,0,0,90.04061889648438,564.0691528320312,413.5426635742188,579.2380981445312,3,Body
Libraries have long been a key delivery point for public services. The ODL will allow that,11.039999961853027,ArialMT,0,0,90.04061889648438,589.3948974609375,497.9324340820313,604.5638427734375,3,Body
"delivery point to move closer to citizens, into the smallest of libraries and even into living",11.039999961853027,ArialMT,0,0,90.04061889648438,601.9915161132812,497.4020080566406,617.1604614257812,3,Body
rooms.,11.039999961853027,ArialMT,0,0,90.04061889648438,614.7095947265625,125.32776641845705,629.8785400390625,3,Body
"Libraries have a long tradition of using a practical, consultative approach to solving problems,",11.039999961853027,ArialMT,0,0,90.04061889648438,639.9138793945312,522.2407836914062,655.0828247070312,3,Body
and of learning from others. The ODL is a very practical solution to various problems.,11.039999961853027,ArialMT,0,0,90.04061889648438,652.6320190429688,487.7761535644531,667.8009643554688,3,Body
Jurisdiction-wide digital libraries are very practical and very real. The ODL we propose is,11.039999961853027,ArialMT,0,0,90.04061889648438,677.957763671875,500.1556701660156,693.126708984375,3,Body
leading edge for Ontario but several jurisdictions have forged the path with collaborative,11.039999961853027,ArialMT,0,0,90.04061889648438,690.5543823242188,497.249755859375,705.7233276367188,3,Body
"digital libraries. We can learn from their experiences. For example, The Alberta Library (TAL)",11.039999961853027,ArialMT,0,0,90.04061889648438,703.1510620117188,520.16357421875,718.3200073242188,3,Body
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,Arial-BoldItalicMT,1,1,90.04060363769531,732.7681274414062,284.27362060546875,743.216064453125,3,Body
March 2003,7.559999942779541,Arial-BoldItalicMT,1,1,296.70526123046875,732.7681274414062,340.93426513671875,743.216064453125,3,Body
3333,9.0,Arial-BlackItalic,0,1,516.3976440429688,731.2498779296875,522.6436157226562,743.678955078125,3,Body
was incorporated in 1997 as a province-wide library consortium. TAL works collaboratively,11.039999961853027,ArialMT,0,0,90.03279876708984,70.24369812011719,509.2923278808594,85.41265106201172,4,Body
with its members to promote universal access to materials and resources in more than 250,11.039999961853027,ArialMT,0,0,90.0327377319336,82.84031677246094,512.0611572265625,98.00926971435548,4,Body
"public, post-secondary, special, government and regional libraries. Unlike ODL, TAL does",11.039999961853027,ArialMT,0,0,90.0327377319336,95.5583953857422,509.27435302734375,110.72734832763672,4,Body
"not include elementary or secondary schools. However, the timeline and funding we are",11.039999961853027,ArialMT,0,0,90.0327377319336,108.15501403808594,498.2110290527344,123.32396697998048,4,Body
proposing for ODL is comparable to TAL‘s experience. TAL’s business planning took several,11.039999961853027,ArialMT,0,0,90.0327377319336,120.8730926513672,520.1873168945312,136.04205322265625,4,Body
years. TAL’s implementation plan was supported by 8 million dollars in provincially shared,11.039999961853027,ArialMT,0,0,90.0327377319336,133.46971130371094,510.2393493652344,148.638671875,4,Body
"funding, spread over three years, later revised to 15 million dollars over 4 years. Not only is",11.039999961853027,ArialMT,0,0,90.0327377319336,146.0663299560547,511.9315490722656,161.23529052734375,4,Body
"Alberta’s population 30% of Ontario’s, TAL does not include elementary or secondary",11.039999961853027,ArialMT,0,0,90.0327377319336,158.78440856933594,487.06298828125,173.953369140625,4,Body
schools as partners; it has 250 member libraries. ODL envisions universal access for all,11.039999961853027,ArialMT,0,0,90.0327377319336,171.3810272216797,497.3779296875,186.54998779296875,4,Body
"10,000,000 Ontarians, with more than 5000 Ontario libraries as partners. Although ODL can",11.039999961853027,ArialMT,0,0,90.0327377319336,184.0991058349609,520.2164306640625,199.26806640625,4,Body
"learn from TAL’s practices, the scope of planning and implementing ODL is much larger than",11.039999961853027,ArialMT,0,0,90.0327377319336,196.6957244873047,521.2637329101562,211.86468505859372,4,Body
TAL.,11.039999961853027,ArialMT,0,0,90.0327377319336,209.29234313964844,115.43910217285156,224.4613037109375,4,Body
The ODL will be a partnership-based organization providing seamless electronic information,11.039999961853027,ArialMT,0,0,90.0327377319336,234.6180877685547,525.2237548828125,249.78704833984372,4,Body
services and resources to the citizens of Ontario. It will use local libraries as the entry point for,11.039999961853027,ArialMT,0,0,90.0327377319336,247.33616638183597,525.0750122070312,262.505126953125,4,Body
common resources The ODL will recognize the unique responsibilities and needs of public,11.039999961853027,ArialMT,0,0,90.0327377319336,259.9327697753906,525.115478515625,275.10174560546875,4,Body
"libraries, school libraries, college and university libraries and special libraries. The ODL",11.039999961853027,ArialMT,0,0,90.0327377319336,272.6508483886719,525.2161254882812,287.81982421875,4,Body
"envisions a digital network of information resources, allowing members to collaborate when",11.039999961853027,ArialMT,0,0,90.0327377319336,285.2474975585937,525.1889038085938,300.4164733886719,4,Body
there is mutual benefit and to support the common mandates of local libraries.,11.039999961853027,ArialMT,0,0,90.0327377319336,297.8441467285156,452.7400512695313,313.0131225585937,4,Body
The principles which will define and guide the ODL are:,11.039999961853027,ArialMT,0,0,90.0327377319336,322.5627136230469,347.9126281738281,337.731689453125,4,Body
Equitable access for all Ontarians:,11.039999961853027,Arial-BoldItalicMT,1,1,90.0327377319336,347.1819152832031,264.71533203125,362.4391784667969,4,H3
"We will bring consistent, high-quality electronic resources and services to 10 million",11.039999961853027,ArialMT,0,0,108.02793884277344,371.8783874511719,525.0982055664062,387.04736328125,4,Body
Ontario citizens,11.039999961853027,ArialMT,0,0,108.02793884277344,384.47503662109375,183.00833129882807,399.6440124511719,4,Body
We will eliminate barriers to the access to information and create more consistent,11.039999961853027,ArialMT,0,0,108.02793884277344,409.0721435546875,524.9678344726562,424.2411193847656,4,Body
services for library clients.,11.039999961853027,ArialMT,0,0,108.02793884277344,421.7902221679688,230.3323974609375,436.9591979980469,4,Body
Shared decision-making and accountability:,11.039999961853027,Arial-BoldItalicMT,1,1,90.0327377319336,446.409423828125,313.0958557128906,461.6666870117188,4,H3
We will facilitate consensus among members regarding ODL’s portfolio of electronic,11.039999961853027,ArialMT,0,0,108.02793884277344,471.10589599609375,525.2108764648438,486.2748718261719,4,Body
licenses and services,11.039999961853027,ArialMT,0,0,108.02793884277344,483.7025451660156,210.46041870117188,498.87152099609375,4,Body
We will balance the interests and realities of small and large as well as rich and poor,11.039999961853027,ArialMT,0,0,108.02793884277344,508.2996520996094,525.2137451171875,523.4686279296875,4,Body
communities and institutions.,11.039999961853027,ArialMT,0,0,108.02793884277344,521.0177612304688,245.1602020263672,536.1867065429688,4,Body
Shared governance structure:,11.039999961853027,Arial-BoldItalicMT,1,1,90.0327377319336,545.6369018554688,242.67735290527344,560.8942260742188,4,H3
We will share decision-making in order to enable the people we serve.,11.039999961853027,ArialMT,0,0,108.02793884277344,570.3334350585938,435.1123046875,585.5023803710938,4,Body
We will work based on an underlying assumption of trust and synergy.,11.039999961853027,ArialMT,0,0,108.02793884277344,594.9306030273438,434.6885986328125,610.0995483398438,4,Body
Shared funding:,11.039999961853027,Arial-BoldItalicMT,1,1,90.0327377319336,619.5497436523438,173.76779174804688,634.8070678710938,4,H3
"We will leverage provincial, institutional, and local dollars to realize economies of scale",11.039999961853027,ArialMT,0,0,108.02793884277344,644.2462768554688,525.2606811523438,659.4152221679688,4,Body
and put Ontario dollars to work for everyone .,11.039999961853027,ArialMT,0,0,108.02793884277344,656.8428955078125,311.3253173828125,672.0118408203125,4,Body
We will be willing to pool talents and dollars in order to provide common services that are,11.039999961853027,ArialMT,0,0,108.0279541015625,681.5614624023438,525.2537841796875,696.7304077148438,4,Body
truly greater than those that can be maintained by individual institutions.,11.039999961853027,ArialMT,0,0,108.0279541015625,694.1580810546875,441.34124755859375,709.3270263671875,4,Body
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,Arial-BoldItalicMT,1,1,90.04060363769531,732.7681274414062,284.27362060546875,743.216064453125,4,Body
March 2003,7.559999942779541,Arial-BoldItalicMT,1,1,296.70526123046875,732.7681274414062,340.93426513671875,743.216064453125,4,Body
4444,9.0,Arial-BlackItalic,0,1,516.3976440429688,731.2498779296875,522.6436157226562,743.678955078125,4,Body
Local points of entry:,11.039999961853027,Arial-BoldItalicMT,1,1,89.99970245361328,70.25466918945312,199.45578002929688,85.51200866699219,5,H3
"We will provide the licenses, infrastructure, services and support that enable local",11.039999961853027,ArialMT,0,0,114.00066375732422,95.5583953857422,492.2101745605469,110.72734832763672,5,Body
"libraries to provide exceptional services to their clientele. ODL will focus on support,",11.039999961853027,ArialMT,0,0,114.00066375732422,108.15501403808594,501.64947509765625,123.32396697998048,5,Body
"providing the underpinning, not overshadowing.",11.039999961853027,ArialMT,0,0,114.00066375732422,120.8730926513672,336.6873779296875,136.04205322265625,5,Body
Services envisioned for the ODL’s include:,11.039999961853027,ArialMT,0,0,89.99970245361328,146.0774383544922,289.30035400390625,161.24639892578125,5,Body
Access:,11.039999961853027,Arial-BoldItalicMT,1,1,89.99970245361328,171.42526245117188,135.23721313476562,186.6825408935547,5,H3
"to the “deep” web (i.e. Commercial, purchased electronic services)",11.039999961853027,ArialMT,0,0,107.99490356445312,184.1212615966797,434.3980407714844,199.29022216796875,5,Body
to credible web sites and electronic resources,11.039999961853027,ArialMT,0,0,107.99490356445312,196.71788024902344,333.8037109375,211.8868408203125,5,Body
to digital government information,11.039999961853027,ArialMT,0,0,107.99490356445312,209.3144989013672,270.7211608886719,224.48345947265625,5,Body
to local digital collections,11.039999961853027,ArialMT,0,0,107.99490356445312,222.03257751464844,232.20823669433597,237.20166015625,5,Body
Guidance and Advice:,11.039999961853027,Arial-BoldItalicMT,1,1,89.99970245361328,247.38052368164065,208.70950317382807,262.6377868652344,5,H3
to support e-learning,11.039999961853027,ArialMT,0,0,107.99490356445312,259.9550476074219,211.9762115478516,275.1240234375,5,Body
"to support citizens, in real-time, as they try to use electronic resources",11.039999961853027,ArialMT,0,0,107.99490356445312,272.6731262207031,451.6832885742188,287.84210205078125,5,Body
to assist citizens as they use web-links,11.039999961853027,ArialMT,0,0,107.99490356445312,285.269775390625,299.4140930175781,300.4387512207031,5,Body
Training:,11.039999961853027,Arial-BoldItalicMT,1,1,89.99970245361328,297.8885192871094,140.15774536132812,313.1457824707031,5,H3
for library workers,11.039999961853027,ArialMT,0,0,107.99490356445312,310.5845031738281,198.5450439453125,325.75347900390625,5,Body
for the general public,11.039999961853027,ArialMT,0,0,107.99490356445312,323.18115234375,213.89602661132807,338.3501281738281,5,Body
Provincial Purchasing & Licensing:,11.039999961853027,Arial-BoldItalicMT,1,1,89.99970245361328,348.52899169921875,277.6289367675781,363.7862548828125,5,H3
of electronic content on a consortia basis for all member libraries,11.039999961853027,ArialMT,0,0,107.99490356445312,361.1035461425781,425.2016296386719,376.27252197265625,5,Body
Technological Support:,11.039999961853027,Arial-BoldItalicMT,1,1,89.99970245361328,386.4513854980469,215.8800201416016,401.7086486816406,5,H3
of common standards for the preservation and archiving local digital content,11.039999961853027,ArialMT,0,0,107.99490356445312,399.1473693847656,479.6541442871094,414.31634521484375,5,Body
of a common interface to ODL resources and services that can be imbedded in local,11.039999961853027,ArialMT,0,0,107.99490356445312,411.7440185546875,520.0985107421875,426.9129943847656,5,Body
library web sites,11.039999961853027,ArialMT,0,0,107.99490356445312,424.3406372070313,189.89730834960935,439.5096435546875,5,Body
What could the ODL really mean?,11.039999961853027,Arial-Black,0,0,89.99971008300781,466.4582214355469,270.22772216796875,481.6272277832031,5,Body
For each Ontario citizen it could mean:,11.039999961853027,Arial-BoldMT,1,0,89.99969482421875,491.9496154785156,286.3184509277344,507.1517028808594,5,H3
One local point of entry to access seamless electronic library services and,11.039999961853027,ArialMT,0,0,162.0025634765625,504.7339172363281,506.52783203125,519.9028930664062,5,Body
"resources for their personal, educational and professional needs;",11.039999961853027,ArialMT,0,0,162.0025634765625,517.3306274414062,464.945556640625,532.4995727539062,5,Body
"Access to credible, high-quality, user-friendly electronic services through their",11.039999961853027,ArialMT,0,0,162.0025634765625,530.0486450195312,521.646240234375,545.2175903320312,5,Body
"community, school, or academic library;",11.039999961853027,ArialMT,0,0,162.0025634765625,542.645263671875,348.546630859375,557.8142700195312,5,Body
Confidence that the electronic services and sources they – and their children,11.039999961853027,ArialMT,0,0,162.00259399414062,555.2418823242188,518.459716796875,570.4108276367188,5,Body
"– are using are safe, valid, and bringing them both global and local",11.039999961853027,ArialMT,0,0,162.00259399414062,567.9599609375,472.1748352050781,583.1289672851562,5,Body
perspectives;,11.039999961853027,ArialMT,0,0,162.00259399414062,580.556640625,226.6826171875,595.7255859375,5,Body
Electronic information and tools that enhance job skills and the learning,11.039999961853027,ArialMT,0,0,162.00259399414062,593.2747192382812,525.0814819335938,608.4437255859375,5,Body
experience,11.039999961853027,ArialMT,0,0,162.00257873535156,605.8713989257812,216.42759704589844,621.0403442382812,5,Body
For each Ontario student it could mean:,11.039999961853027,Arial-BoldMT,1,0,89.99970245361328,630.4022827148438,291.7281188964844,645.6043701171875,5,H3
"One local point of entry to quality, curriculum- based electronic information",11.039999961853027,ArialMT,0,0,162.00257873535156,643.1865844726562,507.1893615722656,658.3555297851562,5,Body
resources and services,11.039999961853027,ArialMT,0,0,162.00257873535156,655.7832641601562,272.8199157714844,670.9522094726562,5,Body
"Connection to their individual educational environment, whether at the",11.039999961853027,ArialMT,0,0,162.00257873535156,668.5013427734375,487.6208801269531,683.6702880859375,5,Body
"elementary, secondary or post-secondary levels",11.039999961853027,ArialMT,0,0,162.00257873535156,681.0979614257812,387.0883483886719,696.2669067382812,5,Body
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,Arial-BoldItalicMT,1,1,90.04060363769531,732.7681274414062,284.27362060546875,743.216064453125,5,Body
March 2003,7.559999942779541,Arial-BoldItalicMT,1,1,296.70526123046875,732.7681274414062,340.93426513671875,743.216064453125,5,Body
5555,9.0,Arial-BlackItalic,0,1,516.3976440429688,731.2498779296875,522.6436157226562,743.678955078125,5,Body
"Confidence that the services and resources people are using are credible,",11.039999961853027,ArialMT,0,0,162.0402069091797,70.33201599121094,506.4151611328125,85.50096893310547,6,Body
available when they need them and adaptable to different learning styles,11.039999961853027,ArialMT,0,0,162.0402069091797,82.92863464355469,499.9885864257813,98.09758758544922,6,Body
For each Ontario library it could mean:,11.039999961853027,Arial-BoldMT,1,0,90.0373306274414,108.18817901611328,285.7268371582031,123.3902587890625,6,H3
